state_cd,2s,6,6,6,6,6,6,6
state_name,40s,California,California,California,California,California,California,California
"Irrigation, Total self-supplied surface-water withdrawals, fresh, in Mgal/d",16s,20265.02,17183.72,18103.84,18855.4,15747.7,14370.51,5127.4
"Wastewater Treatment reclaimed wastewater released by public wastewater facilities, in Mgal/d",16s,-,-,-,-,-,-,-
"Irrigation, Total self-supplied surface-water withdrawals, saline, in Mgal/d",16s,-,-,0,-,-,-,-
"Irrigation, Total total self-supplied withdrawals, surface water, in Mgal/d",16s,-,-,18103.84,18855.4,-,14370.51,5127.4
"Irrigation, Total total self-supplied withdrawals, fresh, in Mgal/d",16s,30644.62,27875.97,28893.76,30497.25,24363.77,23056.49,18982.96
"Irrigation, Total total self-supplied withdrawals, saline, in Mgal/d",16s,-,-,0,-,-,-,-
"Irrigation, Total total self-supplied withdrawals, in Mgal/d",16s,-,-,28893.76,30497.25,-,23056.49,18982.96
"Irrigation, Total consumptive use, fresh, in Mgal/d",16s,19314.94,19470.31,23521.73,-,-,-,14702.1
"Irrigation, Total consumptive use, saline, in Mgal/d",16s,-,-,0,-,-,-,-
"Irrigation, Total total consumptive use, in Mgal/d",16s,-,-,23521.73,-,-,-,14702.1
"Irrigation, Total conveyance loss, in Mgal/d",16s,929.04,1560.93,1669.15,-,-,-,-
"Irrigation, Total sprinkler irrigation, in thousand acres",16s,2004.81,2228,1799.41,1663.98,1460.65,1792.5,1692.56
"Irrigation, Total microirrigation, in thousand acres",16s,-,-,631.05,3005.9,2646,2904.6,3525.9
"Irrigation, Total surface irrigation, in thousand acres",16s,7584.16,7252.92,7053.64,5467.6,4943.66,5667.48,4105.2
"Irrigation, Total total irrigation, in thousand acres",16s,-,-,9484.1,10137.48,9050.31,10364.58,9323.66
"Irrigation, Total reclaimed wastewater, in Mgal/d",16s,234.64,132.08,256.03,-,-,-,289.42
"Irrigation, Crop self-supplied groundwater withdrawals for crops, fresh, in Mgal/d",16s,-,-,-,11547.7,-,8553.37,13775.31
"Irrigation, Crop self-supplied surface-water withdrawals for crops, fresh, in Mgal/d",16s,-,-,-,18799.6,-,14290.06,5082.74
"Irrigation, Crop total self-supplied withdrawals for crops, fresh, in Mgal/d",16s,-,-,-,30347.3,-,22843.43,18858.05
"Irrigation, Crop consumptive use for crops, fresh, in Mgal/d",16s,-,-,-,-,-,-,14606.85
